"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","weight","up_down"
"REG4",12.7215967616535,1.4127494607883,0.376448861574987,3.75283233658256,0.000174847803428848,0.0156786488973824,2.29753316530199,"up"
"ZNF99",6.58306963208817,1.21086842984292,0.322990729467902,3.74892626744339,0.000177593283636175,0.0157797699773763,2.2998803540049,"up"
"ABCC2",196.695948731995,0.947962401308658,0.254162475433883,3.72974964022672,0.00019167012346293,0.0168988933789617,2.27180966890904,"up"
"LINC01185",4.57762299230694,0.821934180580244,0.220943725558692,3.72010645924365,0.000199138818989154,0.0192745549811894,2.00131310576831,"up"
"HCN1",35.3957986455315,1.60302638679843,0.431610585380248,3.71405716425182,0.000203962689449154,0.0179116086910592,2.27180966890904,"up"
"MAGEL2",39.8548599333323,0.681114206797237,0.183905552070675,3.70360872267458,0.000212554022250532,0.0125767951425028,3.94931629578788,"up"
"PCOLCE-AS1",20.4602211465541,0.657252427466385,0.177533252573259,3.70213702469722,0.000213791095287093,0.0184335719878596,2.29753316530199,"up"
"SUGT1P1",24.7599689887092,0.567730000848339,0.15350325078356,3.69848845513273,0.000216887212982788,0.0134109408864793,3.62801028336934,"up"
"AC010677.5",27.555638490118,1.45228148191332,0.392833327250789,3.69694061366176,0.000218213363189587,0.0134332383911652,3.62801028336934,"up"
"CCR10",43.6218937437725,0.621180388752718,0.168083398553873,3.69566771077407,0.00021930965409931,0.0188013428397389,2.2998803540049,"up"
"AMZ1",62.6095640301526,0.656406861875327,0.17775062145624,3.69285269720943,0.000221752481050405,0.019096473109407,2.27180966890904,"up"
"GRK1",17.7094102288395,1.19360526247288,0.323237338354377,3.69265898719995,0.000221921515634779,0.0189512286134109,2.2998803540049,"up"
"NKAIN4",46.35483952226,0.908392979504988,0.246340470400357,3.68755072209066,0.00022642297011626,0.0192745549811894,2.27180966890904,"up"
"TM4SF19",99.5158178926322,0.91433008329776,0.248119148381346,3.68504442024154,0.00022866275679675,0.0193171953014497,2.27180966890904,"up"
"SOWAHB",544.977379945295,0.570212631756037,0.154984808731743,3.67915175959597,0.000234010991483394,0.0454679315734888,0.652126841598134,"up"
"FIGNL2",29.6003236532203,0.85187549116812,0.231634045398779,3.67767825192337,0.000235366588978452,0.019512525241805,2.29753316530199,"up"
"SLC6A19",2.62120659073385,1.93310011137317,0.525808935038661,3.67643070049967,0.000236520068098393,0.0195344369166281,2.29753316530199,"up"
"ART5",39.1813208533103,0.905451484414786,0.246509472241108,3.67309002848042,0.000239635008011666,0.0197175767954453,2.29753316530199,"up"
"PLAAT5",88.1395868945147,1.0907570573632,0.297046245270907,3.67201092331068,0.000240649393688126,0.0144312717621582,3.62801028336934,"up"
"LINC00237",2.26887670021519,1.75700365208012,0.478704410626469,3.6703310290807,0.000242236556549373,0.0218684230259713,2.00131310576831,"up"
"ZCCHC12",27.7766420092176,0.755331876955712,0.205929588490767,3.66791330226729,0.000244538067848606,0.0199714103343224,2.29753316530199,"up"
"FBXL13",78.2314239715706,0.690973373184723,0.188403076962599,3.66752700818093,0.000244907688567711,0.013662238381814,3.94931629578788,"up"
"UGT2B11",9.3282219884327,1.84218957745983,0.503009389238762,3.66233636363675,0.000249925398446874,0.0280190885824562,1.49577483009383,"up"
"FLJ16779",30.3494161234989,1.05914856995469,0.289376158824649,3.66010999059703,0.000252107007568541,0.0204167546946843,2.2998803540049,"up"
"CITF22-49D8.1",7.09743889765765,0.959110898931188,0.262647851620419,3.65169900691707,0.000260511109876994,0.0212015682439991,2.27180966890904,"up"
"RP11-333E13.4",6.42165650778854,0.647333155641465,0.177637817766713,3.64411792364839,0.000268310389813208,0.0212826769567173,2.2998803540049,"up"
"CNGA3",115.945790765278,1.4313937406178,0.392827432170316,3.6438232755527,0.000268617892816408,0.0212826769567173,2.2998803540049,"up"
"MRLN",16.545035332174,1.44685102151917,0.397149410046749,3.64308994277208,0.000269384654290095,0.0154869288965787,3.62801028336934,"up"
"RP11-715J22.3",20.6025692420982,0.481724801924432,0.132420506473394,3.63784140956462,0.000274932620816826,0.0217268124024697,2.29753316530199,"up"
"NYAP1",44.6603441795652,0.798438854172942,0.219539547303533,3.63687938678778,0.000275961069889545,0.0156786488973824,3.62801028336934,"up"
"COMETT",1.96220502148328,1.2728589513236,0.351147253244966,3.62485806043207,0.000289120198500312,0.0304775134736106,1.49166121147286,"up"
"NFE4",23.4595270135924,1.40027813446849,0.386362665686837,3.62425839458172,0.000289791773379384,0.0224964585326706,2.29753316530199,"up"
"RP11-114G11.5",13.2038721264205,1.52973868664854,0.42224187071836,3.62289671568097,0.000291322168787518,0.0225356315156691,2.29753316530199,"up"
"GIP",1.693907303734,1.63735082569269,0.452178906635508,3.62102433719342,0.000293438906757267,0.0307639052377009,1.49166121147286,"up"
"RP11-345K9.2",1.9567812298141,2.09944857955195,0.580559160113791,3.61625261263719,0.000298898700299972,0.0308607258968921,1.49166121147286,"up"
"VN1R48P",2.51534870932776,1.11781693992879,0.309243263302143,3.6146848535764,0.000300713191925723,0.0256424320655043,2.00131310576831,"up"
"AC007556.3",1.54638674765782,1.49540176409913,0.413761913906644,3.61416001289217,0.000301322932793381,0.0308975737023652,1.49166121147286,"up"
"GPHA2",10.0268204877439,1.05233397798769,0.292196546646738,3.60145932614306,0.000316435935029851,0.0240548411059977,2.29753316530199,"up"
"COL28A1",452.68658038019,0.810422323177986,0.22508854275557,3.60046012674241,0.000317654541573255,0.0491748888602888,0.752246758469402,"up"
"FAM228A",11.5954086276589,0.724501745277112,0.20191051196784,3.58823192619367,0.000332928072297049,0.0316598143097404,1.57971631346626,"up"
"UBE2U",10.6911716646402,1.64695214904226,0.459444004466394,3.58466349115831,0.000337513089102426,0.0255425178858114,2.2998803540049,"up"
"ZNF571-AS1",61.2296300752687,0.765521940618405,0.213794111337988,3.58065026126088,0.000342740170647619,0.0256245671081692,2.29753316530199,"up"
"RGS11",189.862142538962,0.653538973918589,0.182526512856916,3.58051531084092,0.000342917247678899,0.0256245671081692,2.29753316530199,"up"
"INGX",2.8546033629486,0.973000109383146,0.272269325727513,3.57366775263154,0.000352015544023001,0.0291953511741866,1.93818316586726,"up"
"PIK3CD-AS2",142.576901861594,0.611424112740668,0.171270937363018,3.56992331655616,0.00035708574344051,0.0193776461113139,3.5232534993216,"up"
"RP11-29G8.3",77.6952742830881,0.481859712261124,0.135049676495624,3.568018263833,0.000359691437660834,0.0192745549811894,3.62801028336934,"up"
"THEGL",6.1915667452945,0.979450426486149,0.275477274250973,3.55546724915617,0.000377307945518963,0.0279913493323271,2.27180966890904,"up"
"GABBR2",124.791578392985,0.990207124656669,0.278556651970565,3.55477823865181,0.000378298011720526,0.0278604982403126,2.2998803540049,"up"
"STMN2",45.8589344687741,0.952283287404638,0.26814752883504,3.55134090379952,0.000383273631340084,0.0281972258274275,2.27180966890904,"up"
"ERVV-2",3.10800477391482,2.0343334563807,0.573638224838751,3.54637011324089,0.00039057722892401,0.0308975737023652,1.93818316586726,"up"
"AC083900.1",10.2931870662817,0.853809810446665,0.240846515901373,3.54503700105963,0.000392557976070583,0.0283727293491226,2.29753316530199,"up"
"FGF3",1.73829247466198,2.29304527277397,0.64747649534351,3.54151121973536,0.000397841938437564,0.0353340242692571,1.64730756104725,"up"
"RNU4-2",8.2294699488665,1.02703254149389,0.290093525906157,3.54034974853637,0.000399597094372302,0.0283727293491226,2.2998803540049,"up"
"RP11-43F13.4",19.5801301288401,0.733698736579118,0.207383689765771,3.53788061832535,0.000403352381172821,0.0283727293491226,2.2998803540049,"up"
"SELENOOLP",6.69605612328341,1.75426485312961,0.496986188814675,3.52980604413491,0.000415864415479248,0.0291891844740173,2.29753316530199,"up"
"LINC01257",4.23267872704149,2.23850433637773,0.635573527238282,3.52202261492005,0.000428267607592754,0.029680451527361,2.29753316530199,"up"
"KIF25-AS1",32.3641542270406,1.35464614851706,0.384925310245659,3.51924415584033,0.000432778226439296,0.0279913493323271,2.60133713933961,"up"
"FAM238B",2.09146282291754,1.73584974533817,0.494062524700937,3.51342119378292,0.000442375617709745,0.0363357661232598,1.74461621867974,"up"
"UPK3A",47.4842276409421,0.917683220183683,0.261235226317015,3.51286169603349,0.00044330816715414,0.0304775134736106,2.2998803540049,"up"
"PLEKHD1",48.6004874956452,0.771962836049875,0.220046345561764,3.50818294245743,0.000451178674470967,0.0308439213502331,2.27180966890904,"up"
"IL17C",16.5568273462069,1.04099278608319,0.296745486017296,3.50803242217648,0.000451434028776418,0.0283727293491226,2.60133713933961,"up"
"LRFN2",12.305302192142,1.20809811815233,0.344457458256491,3.50724912233648,0.000452765058143163,0.0307639052377009,2.2998803540049,"up"
"SP8",114.876442130004,1.48055131514493,0.422250390035623,3.5063349853153,0.000454323044608676,0.0308059278734843,2.29753316530199,"up"
"IGLV3-17",2.47242903531588,1.25672334776688,0.358613854035461,3.50439151645995,0.000457651986118559,0.0368822430060382,1.74461621867974,"up"
"KCTD19",34.1608738647827,0.731909311372606,0.209199181851619,3.49862415758268,0.000467665296123066,0.0311095021282811,2.27180966890904,"up"
"XXbac-BPG248L24.10",5.2018766485184,0.968870819072194,0.27715790179988,3.49573587034787,0.000472756414256212,0.0311095021282811,2.29753316530199,"up"
"CCL8",261.683645313849,0.836069621762008,0.239311110904229,3.49365150077215,0.000476462552485572,0.0386307827826579,1.68255731914937,"up"
"PRL",2.82817537744456,1.31584220599109,0.376885950914886,3.49135382413936,0.000480579357656391,0.0378617573921376,1.74461621867974,"up"
"SCG3",41.8558029267723,1.00537260129103,0.288157623000581,3.48896756859007,0.000484889975122874,0.0318735831928343,2.27180966890904,"up"
"ARL4AP2",8.71855568674183,0.568368577315701,0.162905143684373,3.48895415123852,0.000484914314335699,0.0413172074968126,1.57971631346626,"up"
"ZNF484",342.925369433481,0.376621417285782,0.107949235097069,3.48887527500422,0.000485057419669789,0.0356693669793863,1.96112842003951,"up"
"POU3F2",89.5964340768864,1.3942628050185,0.400136135192847,3.48447111467832,0.000493110684532578,0.0319238894888995,2.2998803540049,"up"
"OR51B5",9.28897427731129,1.32488656772487,0.380562311945737,3.48139194591023,0.000498814994257891,0.0433828301866739,1.49577483009383,"up"
"PCDHGA4",83.4178185943938,0.717515138768796,0.206270099936454,3.47852228214289,0.000504186519236984,0.0324826452318744,2.29753316530199,"up"
"FGF19",51.1991756316904,1.61716136355861,0.465772527764839,3.47199816897549,0.000516599860286205,0.0230052415718854,3.94931629578788,"up"
"AACSP1",18.0904583624083,1.13331570926888,0.327502141030465,3.46048335959874,0.000539206558390601,0.0256245671081692,3.62801028336934,"up"
"CPHL1P",32.7784401667994,0.985707841458889,0.285231670147188,3.45581485025921,0.000548632032955429,0.0350020759436911,2.2998803540049,"up"
"PKD1L2",124.279095764236,0.925707770158455,0.267922681235944,3.45513028567834,0.000550026966135834,0.0265313878553976,3.5232534993216,"up"
"RP11-143N13.3",2.73345812502957,1.48533502925723,0.430144117285033,3.45311017765931,0.000554162611882387,0.0388995719492568,1.93818316586726,"up"
"LINC02046",1.56377119444443,2.54945929149292,0.738830372069469,3.45066931175538,0.000559198289437942,0.043981693247521,1.63407311896014,"up"
"AC006033.22",5.22754098072776,0.967290815860226,0.280617881310473,3.44700348866944,0.000566841262402055,0.035645697218885,2.2998803540049,"up"
"ABCA17P",66.4224926728788,0.724471098334107,0.21066026552055,3.43904958319458,0.000583760304480239,0.0256245671081692,3.94931629578788,"up"
"CYP2A7",4.15630311819581,1.01766637747918,0.296085030643858,3.43707473243815,0.000588033332924051,0.0397607347595575,2.00131310576831,"up"
"AC012358.8",59.8003107102926,0.446819818857783,0.130010483510507,3.43679837804521,0.000588633604147892,0.0366794034081233,2.27180966890904,"up"
"PCDHGC4",18.137682824303,0.747377781456494,0.217533003589205,3.43569834979091,0.00059102864174089,0.0366417620266024,2.2998803540049,"up"
"CTD-2619J13.9",41.551821786284,0.52853514783974,0.154154780662225,3.42860043372794,0.000606702011204857,0.0369865665719901,2.2998803540049,"up"
"RGPD1",3.90930557240814,0.880260994323582,0.257060477551642,3.42433423724868,0.000616307700395353,0.0375063610946747,2.29753316530199,"up"
"CEACAM7",209.441408744706,1.15487412035567,0.337302938559334,3.42384838177897,0.000617410574171809,0.0452425460884356,1.73505340364169,"up"
"FRGCA",11.1063283153084,1.18327508936195,0.345840438772186,3.42144803413636,0.000622886271857703,0.037561828616333,2.29753316530199,"up"
"CCDC158",26.9919797603558,0.608344318334943,0.178010270914138,3.41746751583998,0.000632066364387585,0.0378617573921376,2.29753316530199,"up"
"DUSP13",70.3086854214155,1.1775264455254,0.34465414202673,3.41654517366595,0.000634211406364732,0.0378617573921376,2.29753316530199,"up"
"RBFOX3",13.5907554248579,0.752801213828803,0.220356110877449,3.41629379294806,0.000634797202305961,0.0491748888602888,1.49577483009383,"up"
"CHIAP3",3.20159202643513,1.2722564571428,0.372501087147614,3.41544360819175,0.000636782131345423,0.0429620576942113,1.93818316586726,"up"
"VSX1",12.7450155441614,1.0719700379865,0.314032203935248,3.41356722193861,0.000641183385768738,0.0386064864285063,2.27180966890904,"up"
"TLX2",22.6273173962717,1.00574729873524,0.295352234468499,3.40524696061681,0.000661042436843709,0.0363357661232598,2.60133713933961,"up"
"RP11-90K6.1",3.22830627399283,1.1567554076891,0.339752388102336,3.40470133013657,0.000662364543325185,0.046549545944756,1.74461621867974,"up"
"VN1R85P",2.27598970790955,1.62759748221884,0.47805207962044,3.40464470630712,0.000662501888139827,0.043981693247521,1.93818316586726,"up"
"ASIC3",108.66364624526,0.610532204604702,0.17941241705713,3.40295401298948,0.00066661499569388,0.0294423413452778,3.62801028336934,"up"
"CTD-2574D22.6",4.61094856551824,0.556319012854866,0.163655891029591,3.39932164589344,0.000675532222453675,0.0468690808360434,1.74461621867974,"up"
"IGLON5",45.1050600842763,0.789324691336434,0.232328221081993,3.39745506447908,0.000680157574048506,0.0283727293491226,3.94931629578788,"up"
"IGKV2-29",120.857063944773,1.18784091153633,0.35070364399863,3.38702186835837,0.000706557556147957,0.0308607258968921,3.5232534993216,"up"
"RP6-24A23.3",13.6782969800187,1.3880255438209,0.409854359074488,3.38663116077445,0.000707564451015925,0.0418102288179167,2.27180966890904,"up"
"AC116609.2",2.43249768832979,1.84106813120807,0.544208259760287,3.38302129412557,0.000716930732287162,0.0459867453778234,1.93818316586726,"up"
"AJ011932.1",3.99390083211836,0.79110142001594,0.234277403551819,3.37677218554695,0.000733417675170774,0.0456901261462764,2.00131310576831,"up"
"FBXO36P1",3.41689825859986,0.965214651847634,0.28591631854667,3.37586415757548,0.000735842409565717,0.0491748888602888,1.74461621867974,"up"
"BNIP3P28",2.02074778904388,1.24549386666718,0.368942642942642,3.37584687075821,0.000735888643216436,0.0426891699731663,2.27180966890904,"up"
"C10orf82",23.5121502440226,1.49821153223515,0.443959644341372,3.3746570241937,0.000739077383828292,0.0426299647964098,2.2998803540049,"up"
"RP1-56J10.8",2.57814463216824,1.11645951254363,0.330932139901542,3.37368112047321,0.000741702340866785,0.0467424682947443,1.93818316586726,"up"
"EZHIP",4.51363446226365,1.36617373398281,0.405015468271331,3.37313964776174,0.000743162510527836,0.0428871757621052,2.27180966890904,"up"
"RP11-497G19.1",21.6051423222704,1.58025737540072,0.46875281378524,3.37119549777191,0.00074842725888294,0.0427749446861777,2.2998803540049,"up"
"HCG4P8",1.58485668162828,1.35070433990515,0.400671080597145,3.37110514163416,0.000748672783112884,0.0494827805040634,1.73564779609268,"up"
"C4orf51",5.3470128159969,1.18776598346051,0.352504115860487,3.36950954618244,0.000753020827681377,0.0432315102512043,2.27180966890904,"up"
"NR6A1",368.887582360332,0.476162102989926,0.141465495199949,3.36592398250125,0.000762877287492039,0.0498721573594079,1.73505340364169,"up"
"MEIOC",49.8261905739766,0.697172834059276,0.207152942410635,3.36549809984009,0.000764055934508169,0.0304775134736106,3.94931629578788,"up"
"IFNL4",3.32586237424686,1.78386880742935,0.530745942950253,3.36105971439626,0.000776440370944052,0.0478023504494576,1.93818316586726,"up"
"ABCB10P1",2.44473582727891,1.90371634436493,0.566984711634837,3.35761495027931,0.000786180465118267,0.043981693247521,2.29753316530199,"up"
"KIRREL2",101.547752511966,1.16929475611177,0.348302517459836,3.35712404446405,0.000787577701212214,0.043981693247521,2.2998803540049,"up"
"CTAG2",21.1278537342777,2.31484528608062,0.690640522092659,3.35173684721913,0.000803063134183691,0.045170716334965,2.27180966890904,"up"
"PCDHA13",20.5580666193378,0.989811428137639,0.295575179109754,3.34876369226558,0.000811729962664647,0.0330212332707242,3.62801028336934,"up"
"LINC02057",24.7003459618164,0.911635079535403,0.272630493424848,3.34384854783935,0.000826248307413449,0.0425254500838591,2.60133713933961,"up"
"NEURL1",193.538504477292,0.922407750709841,0.275901005645467,3.34325621087128,0.000828014123958549,0.0482400801025796,2.02898192040932,"up"
"DDN-AS1",45.2409558773747,0.548248836528063,0.164036629811488,3.34223421413934,0.000831069033204055,0.0337093826051554,3.62801028336934,"up"
"ALK",54.2092028793077,0.789589633369777,0.236248676935232,3.34219705952573,0.000831180290911318,0.0455550699144851,2.2998803540049,"up"
"STKLD1",56.0484035089704,0.40407688899609,0.120915790329471,3.34180414232965,0.000832357708548375,0.0455550699144851,2.2998803540049,"up"
"C14orf39",22.7582601297194,1.00931923855624,0.30232632868838,3.33850922919975,0.000842292322137695,0.0456901261462764,2.29753316530199,"up"
"HORMAD2",6.81845567292604,1.1501056245193,0.344577364247278,3.33772831257119,0.000844662959469473,0.0491748888602888,2.00131310576831,"up"
"DDX53",3.07058499451353,2.45832937642584,0.737066942038447,3.3352864390133,0.000852115770684928,0.0463767400537693,2.27180966890904,"up"
"RP11-187O7.3",5.73733857379375,0.666625968469716,0.199923007690238,3.3344134633198,0.000854794934089464,0.0460933862386655,2.2998803540049,"up"
"RP11-401O9.3",5.27011206029864,1.08955399748967,0.327027113875167,3.33169315711716,0.000863193738028258,0.046549545944756,2.27180966890904,"up"
"GRIN1",90.7168352320455,0.779703506164044,0.234296395560668,3.32785105079498,0.000875186457275888,0.0467424682947443,2.27180966890904,"up"
"LINC01508",80.1075308465715,0.889837512401416,0.267536615804625,3.32604010006332,0.0008808925462442,0.0354204973232633,3.62801028336934,"up"
"HOMER2P1",4.16885817583206,1.72625305011034,0.51912275101461,3.32532728865462,0.000883147974174226,0.0499413072992237,2.00131310576831,"up"
"PTCH2",138.327809850579,0.618418626881468,0.186019264095233,3.32448700885553,0.000885813603300851,0.0467424682947443,2.2998803540049,"up"
"ARHGEF33",41.9794168368397,0.603205534006698,0.181662235878749,3.3204784202332,0.000898633061242074,0.0474247096525873,2.27180966890904,"up"
"STPG3",36.4411960228004,0.780056686481815,0.235068762049698,3.31841917096962,0.000905285190711923,0.0474247096525873,2.2998803540049,"up"
"SIX3",34.6804934596937,1.17734328818245,0.354924508754869,3.3171653665529,0.000909357760814718,0.0447835216171083,2.60133713933961,"up"
"P2RY4",5.49171363810627,0.699724315191773,0.211091335047971,3.31479411522391,0.000917106446576936,0.0477443333448806,2.29753316530199,"up"
"CPLX2",66.6572174921111,1.30032577393949,0.392834797244381,3.31010842995806,0.000932598365150276,0.0481427451239758,2.29753316530199,"up"
"CSAG1",142.633245529218,1.7733085412808,0.535816473399745,3.30954464693702,0.000934478610709457,0.0481427451239758,2.2998803540049,"up"
"UPB1",24.1532445421816,0.602454986009459,0.182208718775776,3.30640042944835,0.000945029307594289,0.0489432009144708,2.27180966890904,"up"
"KRT12",6.5706663943099,0.935112664391908,0.283606344024703,3.29722054563934,0.000976467925097091,0.0491748888602888,2.2998803540049,"up"
"LINC00337",25.8725624850399,0.71015898217929,0.215627491582467,3.29345287545437,0.000989649296325178,0.0494827805040634,2.2998803540049,"up"
"HTR1D",95.2081683597017,0.929564660701276,0.28224797341325,3.29343254252623,0.000989720876857025,0.0360379455818603,3.94931629578788,"up"
"VTN",71.2794388331929,0.823321729969821,0.250030374521114,3.29288684043585,0.000991643771346731,0.0494827805040634,2.2998803540049,"up"
"MYCBP2-AS1",8.2983128588017,0.448915369555158,0.136390606965085,3.29139505677306,0.000996918046820529,0.0496125960431044,2.2998803540049,"up"
"RNF224",37.2907224796284,0.75881727057923,0.230615287634286,3.29040315741156,0.00100043931863693,0.0497259421980961,2.29753316530199,"up"
"KIF28P",15.5601759088747,0.705492341786819,0.214500493468931,3.28900101989278,0.00100543659324913,0.0498009620751801,2.29753316530199,"up"
"GAS2",84.85108416921,0.742589911920577,0.227041293128942,3.27072622643513,0.00107271704362036,0.037561828616333,3.94931629578788,"up"
"ZNF732",19.3790599067202,0.829453301913596,0.254934870181394,3.25358904932626,0.00113957002369744,0.0498009620751801,2.60133713933961,"up"
"CCNYL2",37.8570500123901,1.38339299071557,0.426060254269719,3.24694213283695,0.00116652105026011,0.0426299647964098,3.62801028336934,"up"
"NAALADL2-AS2",16.3927559811594,1.16171385533517,0.364448260470082,3.18759610441475,0.0014346077459419,0.0474247096525873,3.62801028336934,"up"
"SLC17A7",43.1061306246876,0.646143880852471,0.205304350328166,3.14724885186139,0.00164814625674123,0.0489870969463396,3.94931629578788,"up"
